MonthlyDate,InflationYOY,TRMAvg,OccupationRate,UnemploymentRate,PolicyRate,ColcapIndex,MonthlyReturn
1958-04,17.24,,,,,,
1958-05,18.06,,,,,,
1958-06,13.9,,,,,,
1958-07,10.99,,,,,,
1958-08,10.47,,,,,,
1958-09,10.14,,,,,,
1958-10,8.92,,,,,,
1958-11,8.54,,,,,,
1958-12,7.98,,,,,,
1959-01,9.47,,,,,,
1959-02,10.34,,,,,,
1959-03,9.09,,,,,,
1959-04,8.96,,,,,,
1959-05,7.62,,,,,,
1959-06,7.87,,,,,,
1959-07,8.41,,,,,,
1959-08,7.78,,,,,,
1959-09,7.23,,,,,,
1959-10,7.14,,,,,,
1959-11,7.42,,,,,,
1959-12,7.81,,,,,,
1960-01,6.52,,,,,,
1960-02,5.24,,,,,,
1960-03,6.14,,,,,,
1960-04,5.49,,,,,,
1960-05,5.52,,,,,,
1960-06,4.93,,,,,,
1960-07,4.79,,,,,,
1960-08,4.96,,,,,,
1960-09,5.57,,,,,,
1960-10,6.12,,,,,,
1960-11,7.13,,,,,,
1960-12,7.35,,,,,,
1961-01,7.59,,,,,,
1961-02,8.36,,,,,,
1961-03,8.7,,,,,,
1961-04,9.87,,,,,,
1961-05,10.23,,,,,,
1961-06,10.27,,,,,,
1961-07,10.03,,,,,,
1961-08,8.4,,,,,,
1961-09,7.47,,,,,,
1961-10,6.81,,,,,,
1961-11,6.13,,,,,,
1961-12,5.74,,,,,,
1962-01,5.63,,,,,,
1962-02,5.29,,,,,,
1962-03,4.54,,,,,,
1962-04,3.66,,,,,,
1962-05,2.63,,,,,,
1962-06,2.57,,,,,,
1962-07,3.3,,,,,,
1962-08,4.55,,,,,,
1962-09,5.85,,,,,,
1962-10,6.01,,,,,,
1962-11,6.15,,,,,,
1962-12,6.3,,,,,,
1963-01,9.79,,,,,,
1963-02,16.34,,,,,,
1963-03,21.29,,,,,,
1963-04,25.08,,,,,,
1963-05,26.52,,,,,,
1963-06,29.24,,,,,,
1963-07,28.99,,,,,,
1963-08,29.28,,,,,,
1963-09,29.83,,,,,,
1963-10,31.55,,,,,,
1963-11,33.44,,,,,,
1963-12,33.6,,,,,,
1964-01,30.67,,,,,,
1964-02,23.88,,,,,,
1964-03,20.51,,,,,,
1964-04,18.18,,,,,,
1964-05,20.43,,,,,,
1964-06,19.58,,,,,,
1964-07,17.67,,,,,,
1964-08,15.63,,,,,,
1964-09,13.7,,,,,,
1964-10,11.01,,,,,,
1964-11,9.62,,,,,,
1964-12,8.8,,,,,,
1965-01,8.75,,,,,,
1965-02,7.1,,,,,,
1965-03,6.16,,,,,,
1965-04,5.57,,,,,,
1965-05,3.6,,,,,,
1965-06,3.61,,,,,,
1965-07,4.57,,,,,,
1965-08,6.37,,,,,,
1965-09,8.05,,,,,,
1965-10,11.23,,,,,,
1965-11,11.86,,,,,,
1965-12,14.44,,,,,,
1966-01,14.3,,,,,,
1966-02,16.9,,,,,,
1966-03,18.09,,,,,,
1966-04,19.51,,,,,,
1966-05,19.42,,,,,,
1966-06,17.56,,,,,,
1966-07,17.58,,,,,,
1966-08,17.04,,,,,,
1966-09,17.24,,,,,,
1966-10,16.0,,,,,,
1966-11,14.7,,,,,,
1966-12,12.86,,,,,,
1967-01,12.01,,,,,,
1967-02,11.09,,,,,,
1967-03,9.62,,,,,,
1967-04,6.87,,,,,,
1967-05,6.3,,,,,,
1967-06,8.24,,,,,,
1967-07,8.3,,,,,,
1967-08,8.4,,,,,,
1967-09,7.6,,,,,,
1967-10,7.28,,,,,,
1967-11,7.6,,,,,,
1967-12,7.17,,,,,,
1968-01,7.68,,,,,,
1968-02,7.18,,,,,,
1968-03,7.14,,,,,,
1968-04,8.48,,,,,,
1968-05,8.52,,,,,,
1968-06,7.04,,,,,,
1968-07,7.73,,,,,,
1968-08,7.65,,,,,,
1968-09,7.43,,,,,,
1968-10,6.97,,,,,,
1968-11,7.12,,,,,,
1968-12,6.51,,,,,,
1969-01,6.71,,,,,,
1969-02,6.41,,,,,,
1969-03,6.17,,,,,,
1969-04,6.18,,,,,,
1969-05,6.42,,,,,,
1969-06,6.58,,,,,,
1969-07,6.16,,,,,,
1969-08,6.81,,,,,,
1969-09,7.35,,,,,,
1969-10,8.37,,,,,,
1969-11,7.89,,,,,,
1969-12,8.63,,,,,,
1970-01,7.36,,,,,,
1970-02,7.69,,,,,,
1970-03,7.72,,,,,,
1970-04,7.43,,,,,,
1970-05,7.01,,,,,,
1970-06,7.56,,,,,,
1970-07,7.44,,,,,,
1970-08,6.43,,,,,,
1970-09,6.51,,,,,,
1970-10,5.22,,,,,,
1970-11,6.12,,,,,,
1970-12,6.58,,,,,,
1971-01,8.26,,,,,,
1971-02,9.15,,,,,,
1971-03,9.3,,,,,,
1971-04,9.78,,,,,,
1971-05,10.54,,,,,,
1971-06,10.0,,,,,,
1971-07,11.19,,,,,,
1971-08,13.03,,,,,,
1971-09,13.14,,,,,,
1971-10,14.65,,,,,,
1971-11,14.6,,,,,,
1971-12,14.03,,,,,,
1972-01,13.5,,,,,,
1972-02,13.84,,,,,,
1972-03,13.83,,,,,,
1972-04,13.46,,,,,,
1972-05,13.02,,,,,,
1972-06,13.57,,,,,,
1972-07,13.34,,,,,,
1972-08,12.9,,,,,,
1972-09,13.6,,,,,,
1972-10,14.24,,,,,,
1972-11,14.31,,,,,,
1972-12,13.99,,,,,,
1973-01,13.95,,,,,,
1973-02,14.94,,,,,,
1973-03,17.75,,,,,,
1973-04,20.09,,,,,,
1973-05,22.7,,,,,,
1973-06,23.77,,,,,,
1973-07,24.78,,,,,,
1973-08,23.44,,,,,,
1973-09,23.36,,,,,,
1973-10,21.64,,,,,,
1973-11,22.89,,,,,,
1973-12,24.08,,,,,,
1974-01,26.28,,,,,,
1974-02,26.91,,,,,,
1974-03,26.7,,,,,,
1974-04,25.73,,,,,,
1974-05,23.53,,,,,,
1974-06,22.45,,,,,,
1974-07,21.2,,,,,,
1974-08,22.06,,,,,,
1974-09,22.26,,,,,,
1974-10,26.7,,,,,,
1974-11,25.42,,,,,,
1974-12,26.35,,,,,,
1975-01,26.36,,,,,,
1975-02,25.29,,,,,,
1975-03,24.63,,,,,,
1975-04,24.39,,,,,,
1975-05,25.18,,,,,,
1975-06,24.8,,,,,,
1975-07,24.36,,,,,,
1975-08,23.99,,,,,,
1975-09,23.75,,,,,,
1975-10,19.91,,,,,,
1975-11,19.25,,,,,,
1975-12,17.77,,,,,,
1976-01,17.11,,,,,,
1976-02,17.86,,,,,,
1976-03,17.12,,,,,,
1976-04,16.35,,,,,,
1976-05,15.69,,,,,,
1976-06,17.73,,,,,,
1976-07,20.08,,,,,,
1976-08,21.82,,,,,,
1976-09,22.27,,,,,,
1976-10,23.04,,,,,,
1976-11,25.31,,,,,,
1976-12,25.76,,,,,,
1977-01,25.72,,,,,,
1977-02,27.53,,,,,,
1977-03,29.91,,,,,,
1977-04,36.63,,,,,,
1977-05,40.85,,,,,,
1977-06,41.65,,,,,,
1977-07,39.45,,,,,,
1977-08,37.01,,,,,,
1977-09,34.87,,,,,,
1977-10,32.4,,,,,,
1977-11,29.44,,,,,,
1977-12,28.71,,,,,,
1978-01,27.22,,,,,,
1978-02,24.36,,,,,,
1978-03,23.4,,,,,,
1978-04,17.08,,,,,,
1978-05,14.75,,,,,,
1978-06,14.13,,,,,,
1978-07,12.69,,,,,,
1978-08,13.21,,,,,,
1978-09,13.53,,,,,,
1978-10,16.16,,,,,,
1978-11,17.62,,,,,,
1978-12,18.42,,,,,,
1979-01,21.04,,,,,,
1979-02,21.49,,,,,,
1979-03,22.53,,,,,,
1979-04,22.79,,,,,,
1979-05,22.61,,,,,,
1979-06,21.57,,,,,,
1979-07,23.47,,,,,,
1979-08,25.51,,,,,,
1979-09,27.71,,,,,,
1979-10,26.87,,,,,,
1979-11,28.15,,,,,,
1979-12,28.8,,,,,,
1980-01,27.59,,,,,,
1980-02,26.62,,,,,,
1980-03,24.2,,,,,,
1980-04,26.64,,,,,,
1980-05,28.27,,,,,,
1980-06,27.72,,,,,,
1980-07,27.37,,,,,,
1980-08,26.13,,,,,,
1980-09,25.49,,,,,,
1980-10,26.52,,,,,,
1980-11,26.2,,,,,,
1980-12,25.85,,,,,,
1981-01,25.67,,,,,,
1981-02,28.0,,,,,,
1981-03,28.82,,,,,,
1981-04,27.05,,,,,,
1981-05,26.02,,,,,,
1981-06,27.87,,,,,,
1981-07,28.93,,,,,,
1981-08,29.52,,,,,,
1981-09,28.33,,,,,,
1981-10,27.1,,,,,,
1981-11,26.35,,,,,,
1981-12,26.36,,,,,,
1982-01,26.03,,,,,,
1982-02,25.1,,,,,,
1982-03,24.55,,,,,,
1982-04,24.77,,,,,,
1982-05,24.78,,,,,,
1982-06,24.19,,,,,,
1982-07,23.54,,,,,,
1982-08,23.46,,,,,,
1982-09,24.52,,,,,,
1982-10,25.26,,,,,,
1982-11,24.79,,,,,,
1982-12,24.03,,,,,,
1983-01,23.08,,,,,,
1983-02,21.88,,,,,,
1983-03,21.85,,,,,,
1983-04,22.42,,,,,,
1983-05,22.28,,,,,,
1983-06,20.46,,,,,,
1983-07,19.82,,,,,,
1983-08,18.32,,,,,,
1983-09,17.42,,,,,,
1983-10,17.2,,,,,,
1983-11,17.04,,,,,,
1983-12,16.64,,,,,,
1984-01,17.02,,,,,,
1984-02,17.2,,,,,,
1984-03,16.64,,,,,,
1984-04,15.42,,,,,,
1984-05,14.16,,,,,,
1984-06,15.17,,,,,,
1984-07,15.67,,,,,,
1984-08,16.19,,,,,,
1984-09,16.51,,,,,,
1984-10,15.27,,,,,,
1984-11,16.39,,,,,,
1984-12,18.28,,,,,,
1985-01,19.27,,,,,,
1985-02,21.24,,,,,,
1985-03,22.82,,,,,,
1985-04,23.81,,,,,,
1985-05,27.61,,,,,,
1985-06,27.91,,,,,,
1985-07,25.64,,,,,,
1985-08,24.67,,,,,,
1985-09,24.4,,,,,,
1985-10,24.77,,,,,,
1985-11,23.49,,,,,,
1985-12,22.45,,,,,,
1986-01,23.55,,,,,,
1986-02,23.72,,,,,,
1986-03,22.65,,,,,,
1986-04,22.54,,,,,,
1986-05,16.4,,,,,,
1986-06,13.46,,,,,,
1986-07,14.11,,,,,,
1986-08,16.17,,,,,,
1986-09,16.79,,,,,,
1986-10,18.17,,,,,,
1986-11,19.54,,,,,,
1986-12,20.95,,,,,,
1987-01,21.09,,,,,,
1987-02,19.77,,,,,,
1987-03,20.36,,,,,,
1987-04,19.8,,,,,,
1987-05,22.73,,,,,,
1987-06,24.81,,,,,,
1987-07,26.65,,,,,,
1987-08,25.27,,,,,,
1987-09,25.01,,,,,,
1987-10,24.8,,,,,,
1987-11,24.73,,,,,,
1987-12,24.02,,,,,,
1988-01,23.7,,,,,,
1988-02,26.13,,,,,,
1988-03,26.36,,,,,,
1988-04,28.41,,,,,,
1988-05,28.44,,,,,,
1988-06,30.27,,,,,,
1988-07,30.26,,,,,,
1988-08,29.65,,,,,,
1988-09,29.0,,,,,,
1988-10,28.59,,,,,,
1988-11,27.68,,,,,,
1988-12,28.12,,,,,,
1989-01,27.91,,,,,,
1989-02,27.03,,,,,,
1989-03,26.53,,,,,,
1989-04,24.85,,,,,,
1989-05,24.88,,,,,,
1989-06,23.63,,,,,,
1989-07,23.76,,,,,,
1989-08,25.69,,,,,,
1989-09,26.55,,,,,,
1989-10,26.61,,,,,,
1989-11,27.09,,,,,,
1989-12,26.12,,,,,,
1990-01,26.69,,,,,,
1990-02,27.12,,,,,,
1990-03,27.63,,,,,,
1990-04,27.98,,,,,,
1990-05,28.24,,,,,,
1990-06,28.97,,,,,,
1990-07,28.72,,,,,,
1990-08,28.98,,,,,,
1990-09,30.24,,,,,,
1990-10,30.65,,,,,,
1990-11,30.97,,,,,,
1990-12,32.36,,,,,,
1991-01,31.98,,,,,,
1991-02,31.65,,,,,,
1991-03,31.18,,,,,,
1991-04,31.16,,,,,,
1991-05,31.49,,,,,,
1991-06,31.0,,,,,,
1991-07,31.6,,,,,,
1991-08,31.2,,,,,,
1991-09,30.01,,,,,,
1991-10,29.25,,,,,,
1991-11,28.22,694.18,,,,,
1991-12,26.82,630.41,,,,,
1992-01,27.43,644.06,,,,,
1992-02,27.35,635.67,,,,,
1992-03,27.08,640.5,,,,,
1992-04,27.15,649.96,,,,,
1992-05,27.3,659.77,,,,,
1992-06,28.13,677.17,,,,,
1992-07,28.36,704.77,,,,,
1992-08,27.7,694.17,,,,,
1992-09,26.92,697.5,,,,,
1992-10,26.32,707.8,,,,,
1992-11,25.7,722.57,,,,,
1992-12,25.13,733.83,,,,,
1993-01,24.82,745.18,,,,,
1993-02,24.71,749.73,,,,,
1993-03,24.18,764.7,,,,,
1993-04,23.08,771.47,,,,,
1993-05,22.21,779.45,,,,,
1993-06,21.38,784.49,,,,,
1993-07,20.46,795.0,,,,,
1993-08,21.07,804.64,,,,,
1993-09,21.43,809.69,,,,,
1993-10,21.69,814.48,,,,,
1993-11,22.37,813.94,,,,,
1993-12,22.6,803.28,,,,,
1994-01,22.5,815.74,,,,,
1994-02,23.01,817.59,,,,,
1994-03,23.41,819.8,,,,,
1994-04,23.94,829.35,,,,,
1994-05,23.86,841.41,,,,,
1994-06,23.08,831.16,,,,,
1994-07,22.69,818.86,,,,,
1994-08,22.35,814.67,,,,,
1994-09,22.31,829.76,,,,,
1994-10,22.37,839.05,,,,,
1994-11,22.16,829.52,,,,,
1994-12,22.59,829.44,,,,,
1995-01,21.04,846.32,,,,,
1995-02,20.86,850.52,,,,,
1995-03,21.33,865.42,,,,,
1995-04,21.17,872.99,,,,,
1995-05,21.3,876.76,,,,,
1995-06,21.66,874.52,,,,,
1995-07,21.5,892.32,,,,,
1995-08,21.09,935.66,,,,,
1995-09,20.79,963.37,,,,,
1995-10,20.52,985.1,,,,,
1995-11,20.13,1000.43,,,,,
1995-12,19.46,987.12,,,,,
1996-01,20.24,1010.22,,,,,
1996-02,20.81,1029.09,,,,,
1996-03,20.2,1044.97,,,,,
1996-04,19.9,1050.7,,,,,
1996-05,19.78,1065.77,,,,,
1996-06,19.7,1071.61,,,,,
1996-07,20.57,1063.97,,,,,
1996-08,21.13,1045.03,,,,,
1996-09,21.55,1040.12,,,,,
1996-10,21.87,1015.46,,,,,
1996-11,21.88,998.66,,,,,
1996-12,21.63,1001.61,,,,,
1997-01,20.62,1024.3,,,,,
1997-02,19.58,1072.95,,,,,
1997-03,18.93,1062.01,,,,,
1997-04,18.52,1060.25,,,,,
1997-05,18.6,1074.53,,,,,
1997-06,18.67,1082.21,,,,,
1997-07,17.88,1102.51,,,,,
1997-08,17.93,1133.6,,,,,
1997-09,18.01,1222.83,,,,,
1997-10,17.8,1262.67,,,,,
1997-11,17.81,1294.56,,,,,
1997-12,17.68,1295.57,,,,,
1998-01,17.84,1321.43,,,,,
1998-02,18.03,1346.29,,,,,
