Fecha sistema,Fecha (DD/MM/AAAA),Nombre del índice,Índice,Variación absoluta,Variación porcentual
08/09/2026 12:56:07,2013-07-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1689.53,-4.81,-0.2839
08/09/2026 12:56:07,2013-07-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1694.9,5.37,0.3178
08/09/2026 12:56:07,2013-07-31 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1680.7,-14.2,-0.8378
08/09/2026 12:56:07,2013-08-01 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1706,25.3,1.5053
08/09/2026 12:56:07,2013-08-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1721.95,15.95,0.9349
08/09/2026 12:56:07,2013-08-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1718.45,-3.5,-0.2033
08/09/2026 12:56:07,2013-08-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1720.03,1.58,0.0919
08/09/2026 12:56:07,2013-08-08 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1716.4,-3.63,-0.211
08/09/2026 12:56:07,2013-08-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1720.67,4.27,0.2488
08/09/2026 12:56:07,2013-08-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1722.91,2.24,0.1302
08/09/2026 12:56:07,2013-08-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1736.35,13.44,0.7801
08/09/2026 12:56:07,2013-08-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1747.11,10.76,0.6197
08/09/2026 12:56:07,2013-08-15 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1730.41,-16.7,-0.9559
08/09/2026 12:56:07,2013-08-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1727.74,-2.67,-0.1543
08/09/2026 12:56:07,2013-08-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1725.64,-2.1,-0.1215
08/09/2026 12:56:07,2013-08-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1723.34,-2.3,-0.1333
08/09/2026 12:56:07,2013-08-22 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1722.35,-0.99,-0.0574
08/09/2026 12:56:07,2013-08-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1720.68,-1.67,-0.097
08/09/2026 12:56:07,2013-08-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1714.15,-6.53,-0.3795
08/09/2026 12:56:07,2013-08-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1714.14,-0.01,-0.0006
08/09/2026 12:56:07,2013-08-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1734,19.86,1.1586
08/09/2026 12:56:07,2013-08-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1721.94,-12.06,-0.6955
08/09/2026 12:56:07,2013-08-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1729.62,7.68,0.446
08/09/2026 12:56:07,2013-09-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1732.65,3.03,0.1752
08/09/2026 12:56:07,2013-09-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1737.62,4.97,0.2868
08/09/2026 12:56:07,2013-09-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1746.9,9.28,0.5341
08/09/2026 12:56:07,2013-09-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1746.75,-0.15,-0.0086
08/09/2026 12:56:07,2013-09-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1736.54,-10.21,-0.5845
08/09/2026 12:56:07,2013-09-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1752.76,16.22,0.934
08/09/2026 12:56:07,2013-09-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1765.98,13.22,0.7542
08/09/2026 12:56:07,2013-09-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1770.01,4.03,0.2282
08/09/2026 12:56:07,2013-09-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1768.04,-1.97,-0.1113
08/09/2026 12:56:07,2013-09-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1761.31,-6.73,-0.3806
08/09/2026 12:56:07,2013-09-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1758.74,-2.57,-0.1459
08/09/2026 12:56:07,2013-09-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1766.95,8.21,0.4668
08/09/2026 12:56:07,2013-09-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1766,-0.95,-0.0538
08/09/2026 12:56:07,2013-09-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1765.99,-0.01,-0.0006
08/09/2026 12:56:07,2013-09-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1767.5,1.51,0.0855
08/09/2026 12:56:07,2013-09-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1773.48,5.98,0.3383
08/09/2026 12:56:07,2013-09-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1775.35,1.87,0.1054
08/09/2026 12:56:07,2013-09-25 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1777,1.65,0.0929
08/09/2026 12:56:07,2013-09-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1765.51,-11.49,-0.6466
08/09/2026 12:56:07,2013-09-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1768.52,3.01,0.1705
08/09/2026 12:56:07,2013-09-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1752.26,-16.26,-0.9194
08/09/2026 12:56:07,2013-10-01 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1757.92,5.66,0.323
08/09/2026 12:56:07,2013-10-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1756.97,-0.95,-0.054
08/09/2026 12:56:07,2013-10-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1754.75,-2.22,-0.1264
08/09/2026 12:56:07,2013-10-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1751.71,-3.04,-0.1732
08/09/2026 12:56:07,2013-10-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1753.6,1.89,0.1079
08/09/2026 12:56:07,2013-10-08 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1757.29,3.69,0.2104
08/09/2026 12:56:07,2013-10-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1751.06,0,0
08/09/2026 12:56:07,2013-10-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1756.77,5.71,0.3261
08/09/2026 12:56:07,2013-10-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1763.11,6.34,0.3609
08/09/2026 12:56:07,2013-10-15 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1766.44,3.33,0.1889
08/09/2026 12:56:07,2013-10-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1770.06,3.62,0.2049
08/09/2026 12:56:07,2013-10-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1772.17,2.11,0.1192
08/09/2026 12:56:07,2013-10-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1781,8.83,0.4983
08/09/2026 12:56:07,2013-10-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1779.67,-1.33,-0.0747
08/09/2026 12:56:07,2013-10-22 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1773.52,-6.15,-0.3456
08/09/2026 12:56:07,2013-10-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1771.25,-2.27,-0.128
08/09/2026 12:56:07,2013-10-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1775.05,3.8,0.2145
08/09/2026 12:56:07,2013-10-25 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1773.84,-1.21,-0.0682
08/09/2026 12:56:07,2013-10-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1763.16,-10.68,-0.6021
08/09/2026 12:56:07,2013-10-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1763.01,-0.15,-0.0085
08/09/2026 12:56:07,2013-10-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1758.37,-4.64,-0.2632
08/09/2026 12:56:07,2013-10-31 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1742.94,-15.43,-0.8775
08/09/2026 12:56:07,2013-11-01 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1752.97,10.03,0.5755
08/09/2026 12:56:07,2013-11-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1734.76,-18.21,-1.0388
08/09/2026 12:56:07,2013-11-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1736.78,2.02,0.1164
08/09/2026 12:56:07,2013-11-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1713.84,-22.94,-1.3208
08/09/2026 12:56:07,2013-11-08 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1678.18,-35.66,-2.0807
08/09/2026 12:56:07,2013-11-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1626.07,-52.11,-3.1051
08/09/2026 12:56:07,2013-11-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1663,36.93,2.2711
08/09/2026 12:56:07,2013-11-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1672.18,9.18,0.552
08/09/2026 12:56:07,2013-11-15 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1672.1,-0.08,-0.0048
08/09/2026 12:56:07,2013-11-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1670.99,-1.11,-0.0664
08/09/2026 12:56:07,2013-11-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1666.26,-4.73,-0.2831
08/09/2026 12:56:07,2013-11-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1662.73,-3.53,-0.2119
08/09/2026 12:56:07,2013-11-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1659.55,-3.18,-0.1913
08/09/2026 12:56:07,2013-11-22 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1655.24,-4.31,-0.2597
08/09/2026 12:56:07,2013-11-25 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1635.5,-19.74,-1.1926
08/09/2026 12:56:07,2013-11-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1625.62,-9.88,-0.6041
08/09/2026 12:56:07,2013-11-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1622.53,-3.09,-0.1901
08/09/2026 12:56:07,2013-11-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1627.07,4.54,0.2798
08/09/2026 12:56:07,2013-11-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1630.19,3.12,0.1918
08/09/2026 12:56:07,2013-12-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1625.93,-4.26,-0.2613
08/09/2026 12:56:07,2013-12-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1626.99,1.06,0.0652
08/09/2026 12:56:07,2013-12-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1587.37,-39.62,-2.4352
08/09/2026 12:56:07,2013-12-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1610.28,22.91,1.4433
08/09/2026 12:56:07,2013-12-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1599.52,-10.76,-0.6682
08/09/2026 12:56:07,2013-12-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1614.63,15.11,0.9447
08/09/2026 12:56:07,2013-12-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1624,9.37,0.5803
08/09/2026 12:56:07,2013-12-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1630.84,6.84,0.4212
08/09/2026 12:56:07,2013-12-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1646.73,15.89,0.9743
08/09/2026 12:56:07,2013-12-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1638.2,-8.53,-0.518
08/09/2026 12:56:07,2013-12-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1606.98,-31.22,-1.9058
08/09/2026 12:56:07,2013-12-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1616.45,9.47,0.5893
08/09/2026 12:56:07,2013-12-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1600.13,-16.32,-1.0096
08/09/2026 12:56:07,2013-12-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1607.44,7.31,0.4568
08/09/2026 12:56:07,2013-12-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1630.43,22.99,1.4302
08/09/2026 12:56:07,2013-12-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1602.6,-27.83,-1.7069
08/09/2026 12:56:07,2013-12-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1613.81,11.21,0.6995
08/09/2026 12:56:07,2013-12-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1602.72,-11.09,-0.6872
08/09/2026 12:56:07,2013-12-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1601.5,-1.22,-0.0761
08/09/2026 12:56:07,2013-12-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1606.33,4.83,0.3016
08/09/2026 12:56:07,2014-01-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1611.77,5.44,0.3387
08/09/2026 12:56:07,2014-01-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1601.29,-10.48,-0.6502
08/09/2026 12:56:07,2014-01-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1575.61,-25.68,-1.6037
08/09/2026 12:56:07,2014-01-08 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1566.28,-9.33,-0.5922
08/09/2026 12:56:07,2014-01-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1563.4,-2.88,-0.1839
08/09/2026 12:56:07,2014-01-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1542.07,-21.33,-1.3643
08/09/2026 12:56:07,2014-01-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1539.48,-2.59,-0.168
08/09/2026 12:56:07,2014-01-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1542.3,2.82,0.1832
08/09/2026 12:56:07,2014-01-15 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1548.29,5.99,0.3884
08/09/2026 12:56:07,2014-01-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1535.34,-12.95,-0.8364
08/09/2026 12:56:07,2014-01-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1536.08,0.74,0.0482
08/09/2026 12:56:07,2014-01-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1537.99,1.91,0.1243
08/09/2026 12:56:07,2014-01-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1533.29,-4.7,-0.3056
08/09/2026 12:56:07,2014-01-22 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1541.94,8.65,0.5641
08/09/2026 12:56:07,2014-01-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1516.2,-25.74,-1.6693
08/09/2026 12:56:07,2014-01-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1494.77,-21.43,-1.4134
08/09/2026 12:56:07,2014-01-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1473.27,-21.5,-1.4383
08/09/2026 12:56:07,2014-01-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1461,-12.27,-0.8328
08/09/2026 12:56:07,2014-01-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1452.68,-8.32,-0.5695
08/09/2026 12:56:07,2014-01-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1453.56,0.88,0.0606
08/09/2026 12:56:07,2014-01-31 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1460.04,6.48,0.4458
08/09/2026 12:56:07,2014-02-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1448.56,-11.48,-0.7863
08/09/2026 12:56:07,2014-02-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1451.76,3.2,0.2209
08/09/2026 12:56:07,2014-02-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1465.76,14,0.9643
08/09/2026 12:56:07,2014-02-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1487.61,21.85,1.4907
08/09/2026 12:56:07,2014-02-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1499.57,11.96,0.804
08/09/2026 12:56:07,2014-02-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1484.52,-15.05,-1.0036
08/09/2026 12:56:07,2014-02-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1497.94,13.42,0.904
08/09/2026 12:56:07,2014-02-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1515.4,17.46,1.1656
08/09/2026 12:56:07,2014-02-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1520.23,4.83,0.3187
08/09/2026 12:56:07,2014-02-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1527.35,7.12,0.4684
08/09/2026 12:56:07,2014-02-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1524.79,-2.56,-0.1676
08/09/2026 12:56:07,2014-02-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1534.93,10.14,0.665
08/09/2026 12:56:07,2014-02-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1546.07,11.14,0.7258
08/09/2026 12:56:07,2014-02-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1525.21,-20.86,-1.3492
08/09/2026 12:56:07,2014-02-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1520.6,-4.61,-0.3023
08/09/2026 12:56:07,2014-02-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1535.11,14.51,0.9542
08/09/2026 12:56:07,2014-02-25 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1501.4,-33.71,-2.1959
08/09/2026 12:56:07,2014-02-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1488.44,-12.96,-0.8632
08/09/2026 12:56:07,2014-02-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1495.01,6.57,0.4414
08/09/2026 12:56:07,2014-02-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1520.74,25.73,1.7211
08/09/2026 12:56:07,2014-03-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1504.11,-16.63,-1.0935
08/09/2026 12:56:07,2014-03-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1539.33,35.22,2.3416
08/09/2026 12:56:07,2014-03-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1563.41,24.08,1.5643
08/09/2026 12:56:07,2014-03-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1588.91,25.5,1.6311
08/09/2026 12:56:07,2014-03-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1571.84,-17.07,-1.0743
08/09/2026 12:56:07,2014-03-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1571.44,-0.4,-0.0254
08/09/2026 12:56:07,2014-03-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1586.04,14.6,0.9291
08/09/2026 12:56:07,2014-03-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1584.93,-1.11,-0.07
08/09/2026 12:56:07,2014-03-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1597.85,12.92,0.8152
08/09/2026 12:56:07,2014-03-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1589.85,-8,-0.5007
08/09/2026 12:56:07,2014-03-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1596.76,6.91,0.4346
08/09/2026 12:56:07,2014-03-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1592.49,-4.27,-0.2674
08/09/2026 12:56:07,2014-03-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1595.18,2.69,0.1689
08/09/2026 12:56:07,2014-03-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1608.99,13.81,0.8657
08/09/2026 12:56:07,2014-03-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1607.95,-1.04,-0.0646
08/09/2026 12:56:07,2014-03-25 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1639.02,31.07,1.9323
08/09/2026 12:56:07,2014-03-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1646.01,6.99,0.4265
08/09/2026 12:56:07,2014-03-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1663.84,17.83,1.0832
08/09/2026 12:56:07,2014-03-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1673.72,9.88,0.5938
08/09/2026 12:56:07,2014-03-31 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1688.3,14.58,0.8711
08/09/2026 12:56:07,2014-04-01 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1691.88,3.58,0.212
08/09/2026 12:56:07,2014-04-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1707.22,15.34,0.9067
08/09/2026 12:56:07,2014-04-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1713.01,5.79,0.3391
08/09/2026 12:56:07,2014-04-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1703.12,-9.89,-0.5773
08/09/2026 12:56:07,2014-04-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1682.99,-20.13,-1.1819
08/09/2026 12:56:07,2014-04-08 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1673.08,-9.91,-0.5888
08/09/2026 12:56:07,2014-04-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1668.97,-4.11,-0.2457
08/09/2026 12:56:07,2014-04-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1681.42,12.45,0.746
08/09/2026 12:56:07,2014-04-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1676.8,-4.62,-0.2748
08/09/2026 12:56:07,2014-04-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1688.17,11.37,0.6781
08/09/2026 12:56:07,2014-04-15 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1669.24,-18.93,-1.1213
08/09/2026 12:56:07,2014-04-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1677.73,8.49,0.5086
08/09/2026 12:56:07,2014-04-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1668.85,-8.88,-0.5293
08/09/2026 12:56:07,2014-04-22 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1654.78,-14.07,-0.8431
08/09/2026 12:56:07,2014-04-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1649.67,-5.11,-0.3088
08/09/2026 12:56:07,2014-04-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1634.54,-15.13,-0.9172
08/09/2026 12:56:07,2014-04-25 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1641.46,6.92,0.4234
08/09/2026 12:56:07,2014-04-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1642.1,0.64,0.039
08/09/2026 12:56:07,2014-04-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1653.62,11.52,0.7015
08/09/2026 12:56:07,2014-04-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1672.47,18.85,1.1399
08/09/2026 12:56:07,2014-05-02 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1659.54,-12.93,-0.7731
08/09/2026 12:56:07,2014-05-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1650.36,-9.18,-0.5532
08/09/2026 12:56:07,2014-05-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1651.95,1.59,0.0963
08/09/2026 12:56:07,2014-05-07 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1663.76,11.81,0.7149
08/09/2026 12:56:07,2014-05-08 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1674.28,10.52,0.6323
08/09/2026 12:56:07,2014-05-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1674.22,-0.06,-0.0036
08/09/2026 12:56:07,2014-05-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1686.47,12.25,0.7317
08/09/2026 12:56:07,2014-05-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1688.91,2.44,0.1447
08/09/2026 12:56:07,2014-05-14 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1689.49,0.58,0.0343
08/09/2026 12:56:07,2014-05-15 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1676.77,-12.72,-0.7529
08/09/2026 12:56:07,2014-05-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1685.11,8.34,0.4974
08/09/2026 12:56:07,2014-05-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1683.19,-1.92,-0.1139
08/09/2026 12:56:07,2014-05-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1662.45,-20.74,-1.2322
08/09/2026 12:56:07,2014-05-21 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1673.48,11.03,0.6635
08/09/2026 12:56:07,2014-05-22 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1664.57,-8.91,-0.5324
08/09/2026 12:56:07,2014-05-23 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1666.79,2.22,0.1334
08/09/2026 12:56:07,2014-05-26 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1663.96,-2.83,-0.1698
08/09/2026 12:56:07,2014-05-27 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1663.46,-0.5,-0.03
08/09/2026 12:56:07,2014-05-28 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1661.55,-1.91,-0.1148
08/09/2026 12:56:07,2014-05-29 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1662.86,1.31,0.0788
08/09/2026 12:56:07,2014-05-30 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1659.05,-3.81,-0.2291
08/09/2026 12:56:07,2014-06-03 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1678.97,19.92,1.2007
08/09/2026 12:56:07,2014-06-04 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1675.34,-3.63,-0.2162
08/09/2026 12:56:07,2014-06-05 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1682.81,7.47,0.4459
08/09/2026 12:56:07,2014-06-06 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1676.84,-5.97,-0.3548
08/09/2026 12:56:07,2014-06-09 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1683.87,7.03,0.4192
08/09/2026 12:56:07,2014-06-10 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1714.03,30.16,1.7911
08/09/2026 12:56:07,2014-06-11 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1720.6,6.57,0.3833
08/09/2026 12:56:07,2014-06-12 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1714.84,-5.76,-0.3348
08/09/2026 12:56:07,2014-06-13 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1716.81,1.97,0.1149
08/09/2026 12:56:07,2014-06-16 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1728.28,11.47,0.6681
08/09/2026 12:56:07,2014-06-17 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1719.06,-9.22,-0.5335
08/09/2026 12:56:07,2014-06-18 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1722.24,3.18,0.185
08/09/2026 12:56:07,2014-06-19 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1720.16,-2.08,-0.1208
08/09/2026 12:56:07,2014-06-20 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1725.13,4.97,0.2889
08/09/2026 12:56:07,2014-06-24 00:00:00,Índice del mercado bursátil colombiano - COLCAP,1723.7,-1.43,-0.0829
